occ_code,occ_title,total_employment,employment_prse,mean_wage_prse,mean_annual,mean_annual_topcoded,median_annual,median_annual_topcoded,pct10_annual,pct25_annual,pct75_annual,pct90_annual,year
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",432690,1.7,0.5,32690.0,False,31200.0,False,22340.0,27570.0,36250.0,43990.0,2025
35-9099,"Food Preparation and Serving Related Workers, All Other",84630,4.7,1.3,36810.0,False,35840.0,False,25470.0,31200.0,39880.0,47550.0,2025
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,178760,1.0,0.4,53320.0,False,49100.0,False,35520.0,40100.0,62600.0,76430.0,2025
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",130760,1.8,0.6,60960.0,False,58430.0,False,40560.0,47390.0,72590.0,85650.0,2025
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2209760,0.5,0.2,38760.0,False,36840.0,False,28640.0,32240.0,44060.0,50270.0,2025
37-2012,Maids and Housekeeping Cleaners,860670,0.7,0.3,37080.0,False,35510.0,False,27640.0,30350.0,39590.0,48570.0,2025
37-2019,"Building Cleaning Workers, All Other",17210,8.8,2.5,46420.0,False,44040.0,False,32370.0,37440.0,50410.0,64030.0,2025
37-2021,Pest Control Workers,102620,2.0,0.6,46400.0,False,45250.0,False,34680.0,37440.0,49600.0,61890.0,2025
37-3011,Landscaping and Groundskeeping Workers,952640,0.7,0.3,42290.0,False,39150.0,False,31150.0,36190.0,46830.0,56730.0,2025
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",27050,4.6,0.9,47070.0,False,46340.0,False,35570.0,39160.0,51240.0,61420.0,2025
37-3013,Tree Trimmers and Pruners,55160,6.3,1.3,55970.0,False,50960.0,False,37940.0,44840.0,63900.0,80310.0,2025
37-3019,"Grounds Maintenance Workers, All Other",13630,5.7,1.3,48830.0,False,46860.0,False,31650.0,37520.0,57820.0,74820.0,2025
39-1013,First-Line Supervisors of Gambling Services Workers,26010,0.8,0.5,64830.0,False,63820.0,False,41400.0,51340.0,75770.0,84750.0,2025
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",103190,1.0,0.6,53550.0,False,48560.0,False,34760.0,39400.0,62320.0,79060.0,2025
39-1022,First-Line Supervisors of Personal Service Workers,114110,1.6,0.6,52360.0,False,48590.0,False,34010.0,39050.0,61100.0,75330.0,2025
39-2011,Animal Trainers,18770,4.9,2.3,47020.0,False,39990.0,False,29600.0,33740.0,53580.0,75490.0,2025
39-2021,Animal Caretakers,266910,1.2,0.6,37300.0,False,35360.0,False,27250.0,29820.0,40050.0,50060.0,2025
39-3011,Gambling Dealers,83910,0.7,0.4,42550.0,False,34320.0,False,24040.0,25810.0,49180.0,77090.0,2025
39-3012,Gambling and Sports Book Writers and Runners,8950,4.4,1.4,36450.0,False,34980.0,False,22090.0,28150.0,44840.0,48270.0,2025
39-3019,"Gambling Service Workers, All Other",14140,4.1,1.8,41380.0,False,36310.0,False,23160.0,28390.0,46330.0,65470.0,2025
39-3021,Motion Picture Projectionists,1480,9.3,6.5,51480.0,False,38270.0,False,23390.0,30040.0,77730.0,88310.0,2025
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",121770,1.7,0.6,33080.0,False,32910.0,False,23560.0,28310.0,36940.0,42470.0,2025
39-3091,Amusement and Recreation Attendants,397830,1.0,0.5,32640.0,False,32150.0,False,22350.0,27660.0,36590.0,42490.0,2025
39-3092,Costume Attendants,6510,5.3,2.9,63440.0,False,50400.0,False,32150.0,38610.0,77680.0,109520.0,2025
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",15560,5.4,1.6,38460.0,False,36300.0,False,26590.0,31200.0,43880.0,54260.0,2025
39-3099,"Entertainment Attendants and Related Workers, All Other",7060,7.8,1.8,34980.0,False,32640.0,False,23310.0,26790.0,38740.0,48440.0,2025
39-4011,Embalmers,3890,5.4,1.4,58390.0,False,58780.0,False,38310.0,48010.0,66130.0,77570.0,2025
39-4012,Crematory Operators,2970,5.9,1.5,45670.0,False,43650.0,False,33270.0,37020.0,50380.0,62460.0,2025
39-4021,Funeral Attendants,31090,1.7,0.7,37190.0,False,35680.0,False,28070.0,30380.0,42870.0,48460.0,2025
39-4031,"Morticians, Undertakers, and Funeral Arrangers",25100,2.0,1.3,58160.0,False,55010.0,False,33350.0,42430.0,72010.0,88620.0,2025
39-5011,Barbers,15000,7.4,3.3,47070.0,False,38210.0,False,28600.0,31570.0,58960.0,76460.0,2025
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",305710,1.2,1.0,43960.0,False,35790.0,False,27040.0,30120.0,48830.0,71190.0,2025
39-5091,"Makeup Artists, Theatrical and Performance",2340,13.9,9.7,102240.0,False,97150.0,False,23360.0,34530.0,143230.0,167470.0,2025
39-5092,Manicurists and Pedicurists,152770,1.4,0.9,38570.0,False,35760.0,False,28920.0,34010.0,41650.0,50140.0,2025
39-5093,Shampooers,8070,11.7,2.4,31980.0,False,32600.0,False,23110.0,28550.0,35550.0,38240.0,2025
39-5094,Skincare Specialists,72890,3.6,1.5,51850.0,False,45330.0,False,29580.0,36040.0,59700.0,82050.0,2025
39-6011,Baggage Porters and Bellhops,28510,3.6,1.0,38570.0,False,37080.0,False,27040.0,31200.0,44130.0,51600.0,2025
39-6012,Concierges,49240,4.7,1.3,42510.0,False,38950.0,False,31620.0,35660.0,47350.0,57570.0,2025
39-7010,Tour and Travel Guides,53500,2.5,2.5,43720.0,False,38120.0,False,28520.0,32910.0,47700.0,60930.0,2025
39-9011,Childcare Workers,518910,1.4,0.5,35030.0,False,34980.0,False,24260.0,29360.0,38570.0,46010.0,2025
39-9031,Exercise Trainers and Group Fitness Instructors,322930,1.3,1.0,52420.0,False,47160.0,False,28800.0,35280.0,61730.0,83100.0,2025
39-9032,Recreation Workers,331490,1.1,0.4,38520.0,False,36560.0,False,27600.0,31780.0,43470.0,50410.0,2025
39-9041,Residential Advisors,84760,1.8,0.6,43990.0,False,42240.0,False,29870.0,35510.0,49920.0,61060.0,2025
39-9099,"Personal Care and Service Workers, All Other",60420,4.0,1.1,40120.0,False,41600.0,False,27480.0,34180.0,42710.0,48910.0,2025
41-1011,First-Line Supervisors of Retail Sales Workers,1121800,0.6,0.2,53380.0,False,48520.0,False,33120.0,38590.0,62130.0,77080.0,2025
41-1012,First-Line Supervisors of Non-Retail Sales Workers,214390,1.0,0.6,99370.0,False,87520.0,False,50320.0,63940.0,122050.0,164070.0,2025
41-2011,Cashiers,3089410,0.6,0.2,33180.0,False,32880.0,False,24530.0,28720.0,36330.0,40410.0,2025
41-2012,Gambling Change Persons and Booth Cashiers,21530,2.0,0.8,39100.0,False,36220.0,False,24460.0,29630.0,41530.0,60330.0,2025
41-2021,Counter and Rental Clerks,400810,1.3,0.4,45700.0,False,41300.0,False,29800.0,35630.0,50190.0,65370.0,2025
41-2022,Parts Salespersons,270070,1.0,0.4,43830.0,False,38630.0,False,28240.0,33110.0,49850.0,62890.0,2025
41-2031,Retail Salespersons,3897860,0.3,0.2,37310.0,False,35410.0,False,27210.0,29900.0,38670.0,47890.0,2025
41-3011,Advertising Sales Agents,91700,2.0,1.4,80670.0,False,64820.0,False,35240.0,47020.0,99990.0,146010.0,2025
41-3021,Insurance Sales Agents,479100,1.1,1.1,81480.0,False,62280.0,False,37330.0,46870.0,96950.0,138140.0,2025
41-3031,"Securities, Commodities, and Financial Services Sales Agents",489570,1.2,0.9,109150.0,False,78660.0,False,48040.0,56540.0,129950.0,212880.0,2025
41-3041,Travel Agents,55110,2.6,1.0,54660.0,False,50160.0,False,34610.0,41950.0,63060.0,76660.0,2025
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",1256010,0.7,0.4,82430.0,False,69990.0,False,37980.0,47670.0,100480.0,148840.0,2025
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",284800,1.8,0.8,119730.0,False,104920.0,False,52600.0,75030.0,158160.0,200440.0,2025
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1238190,0.6,0.4,82530.0,False,72080.0,False,39090.0,50470.0,99640.0,137550.0,2025
41-9011,Demonstrators and Product Promoters,64520,3.9,1.4,45580.0,False,39320.0,False,31200.0,35160.0,53640.0,63850.0,2025
41-9012,Models,3780,13.4,15.9,72800.0,False,48470.0,False,34190.0,35710.0,99320.0,131470.0,2025
41-9021,Real Estate Brokers,46100,6.6,3.6,83950.0,False,73220.0,False,37110.0,46480.0,103360.0,143300.0,2025
41-9022,Real Estate Sales Agents,193370,3.0,1.9,69510.0,False,52830.0,False,32970.0,40040.0,82020.0,123590.0,2025
41-9031,Sales Engineers,51790,2.8,1.2,130140.0,False,124900.0,False,73870.0,92890.0,161230.0,195270.0,2025
41-9041,Telemarketers,58430,4.3,1.3,37370.0,False,35450.0,False,27040.0,29640.0,40230.0,50350.0,2025
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",2760,11.9,4.0,43850.0,False,41380.0,False,32010.0,36470.0,47390.0,51470.0,2025
41-9099,"Sales and Related Workers, All Other",93180,2.8,1.2,58510.0,False,48280.0,False,29720.0,36860.0,70650.0,97910.0,2025
43-1011,First-Line Supervisors of Office and Administrative Support Workers,1436680,0.5,0.1,73490.0,False,69500.0,False,45610.0,55950.0,85090.0,104710.0,2025
43-2011,"Switchboard Operators, Including Answering Service",34280,3.0,0.7,42300.0,False,38630.0,False,29990.0,34820.0,46530.0,59470.0,2025
43-2021,Telephone Operators,3430,5.7,1.2,44970.0,False,41740.0,False,31510.0,36920.0,51510.0,62950.0,2025
43-2099,"Communications Equipment Operators, All Other",1200,15.0,1.8,62130.0,False,54680.0,False,38900.0,46460.0,78470.0,94640.0,2025
43-3011,Bill and Account Collectors,158830,1.4,0.4,49060.0,False,47030.0,False,34400.0,39010.0,56740.0,65580.0,2025
43-3021,Billing and Posting Clerks,404060,0.9,0.2,51070.0,False,48500.0,False,37290.0,42840.0,58290.0,67710.0,2025
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",1373680,0.8,0.2,53560.0,False,50670.0,False,36000.0,43520.0,61470.0,74550.0,2025
43-3041,Gambling Cage Workers,14430,0.8,0.2,39510.0,False,37580.0,False,29100.0,34510.0,44680.0,49430.0,2025
43-3051,Payroll and Timekeeping Clerks,153140,1.2,0.4,59630.0,False,58260.0,False,39500.0,47990.0,69600.0,81350.0,2025
43-3061,Procurement Clerks,55810,1.4,0.3,52370.0,False,50580.0,False,38040.0,43420.0,60080.0,68620.0,2025
43-3071,Tellers,329480,1.3,0.3,42350.0,False,43030.0,False,34360.0,37040.0,46580.0,49680.0,2025
43-3099,"Financial Clerks, All Other",36260,3.7,0.5,56450.0,False,53830.0,False,40360.0,47510.0,62310.0,76290.0,2025
43-4011,Brokerage Clerks,35940,4.1,1.2,72850.0,False,65750.0,False,50260.0,58620.0,79800.0,102010.0,2025
43-4021,Correspondence Clerks,4290,8.3,2.0,48090.0,False,46800.0,False,33300.0,38610.0,56090.0,64510.0,2025
43-4031,"Court, Municipal, and License Clerks",179750,0.7,0.2,52320.0,False,48700.0,False,36300.0,40810.0,60840.0,73820.0,2025
43-4041,"Credit Authorizers, Checkers, and Clerks",12030,4.1,1.2,51420.0,False,50080.0,False,30260.0,40520.0,60860.0,72700.0,2025
43-4051,Customer Service Representatives,2595750,0.4,0.2,46590.0,False,44770.0,False,31750.0,36870.0,51780.0,63590.0,2025
43-4061,"Eligibility Interviewers, Government Programs",154800,0.7,0.2,56090.0,False,54210.0,False,38900.0,45910.0,63610.0,74690.0,2025
43-4071,File Clerks,73440,2.8,0.8,45590.0,False,43600.0,False,31200.0,36420.0,51770.0,63490.0,2025
43-4081,"Hotel, Motel, and Resort Desk Clerks",261420,0.7,0.3,35550.0,False,35070.0,False,27120.0,29810.0,38100.0,45470.0,2025
43-4111,"Interviewers, Except Eligibility and Loan",148060,1.4,0.4,47240.0,False,45920.0,False,33900.0,38330.0,53090.0,62810.0,2025
43-4121,"Library Assistants, Clerical",85520,2.1,0.4,39370.0,False,36910.0,False,27730.0,31820.0,45620.0,55310.0,2025
43-4131,Loan Interviewers and Clerks,164790,1.2,0.3,52520.0,False,50020.0,False,37330.0,45120.0,60600.0,69770.0,2025
43-4141,New Accounts Clerks,36860,2.9,0.6,49370.0,False,47670.0,False,38180.0,43920.0,55100.0,60910.0,2025
43-4151,Order Clerks,75200,3.3,0.5,48220.0,False,46170.0,False,35530.0,39660.0,54310.0,63530.0,2025
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",90220,1.4,0.3,52250.0,False,50610.0,False,37340.0,44030.0,59800.0,68280.0,2025
43-4171,Receptionists and Information Clerks,910180,0.9,0.2,39460.0,False,38010.0,False,28760.0,33960.0,45130.0,49950.0,2025
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,118710,1.4,0.4,49630.0,False,44390.0,False,32140.0,37850.0,59640.0,78150.0,2025
43-4199,"Information and Record Clerks, All Other",134920,1.3,0.2,51490.0,False,49500.0,False,33870.0,40910.0,59970.0,71420.0,2025
43-5011,Cargo and Freight Agents,97670,2.5,1.0,57230.0,False,52260.0,False,38340.0,45710.0,63390.0,79810.0,2025
43-5021,Couriers and Messengers,68640,3.4,0.4,40970.0,False,39200.0,False,31550.0,36070.0,45280.0,50330.0,2025
43-5031,Public Safety Telecommunicators,102500,1.2,0.3,56740.0,False,53040.0,False,37320.0,45210.0,64260.0,79830.0,2025
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",202810,2.3,0.7,54740.0,False,50340.0,False,36030.0,42750.0,62450.0,78140.0,2025
43-5041,"Meter Readers, Utilities",19430,3.7,1.1,55380.0,False,48150.0,False,34720.0,39410.0,65750.0,85930.0,2025
43-5051,Postal Service Clerks,73720,0.0,0.0,61860.0,False,62130.0,False,42600.0,56740.0,70890.0,75030.0,2025
43-5052,Postal Service Mail Carriers,328820,0.0,0.0,62540.0,False,60550.0,False,42390.0,48940.0,81000.0,81040.0,2025
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",105200,0.0,0.0,59430.0,False,58470.0,False,45530.0,48880.0,75030.0,75280.0,2025
43-5061,"Production, Planning, and Expediting Clerks",390160,1.7,0.4,62150.0,False,59650.0,False,40080.0,47820.0,75000.0,86000.0,2025
43-5071,"Shipping, Receiving, and Inventory Clerks",816870,0.6,0.2,46810.0,False,45260.0,False,34650.0,38200.0,51570.0,62190.0,2025
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",53300,2.0,0.4,47630.0,False,46380.0,False,35290.0,39180.0,54850.0,60910.0,2025
43-6011,Executive Secretaries and Executive Administrative Assistants,459910,0.7,0.5,79140.0,False,76590.0,False,50560.0,61390.0,94390.0,109850.0,2025
43-6012,Legal Secretaries and Administrative Assistants,156280,3.1,2.1,60620.0,False,55570.0,False,36500.0,44450.0,71970.0,91730.0,2025
43-6013,Medical Secretaries and Administrative Assistants,961610,0.8,0.3,46800.0,False,45930.0,False,35930.0,38570.0,50580.0,60530.0,2025
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1706790,0.4,0.3,49350.0,False,47540.0,False,33280.0,38830.0,58000.0,66350.0,2025
43-9021,Data Entry Keyers,127080,2.1,0.5,43310.0,False,41340.0,False,31200.0,35760.0,48410.0,58790.0,2025
43-9022,Word Processors and Typists,35010,2.5,1.0,51120.0,False,49280.0,False,36810.0,40800.0,57670.0,65150.0,2025
43-9031,Desktop Publishers,3350,5.3,2.2,61970.0,False,55290.0,False,35680.0,43730.0,73840.0,96170.0,2025
43-9041,Insurance Claims and Policy Processing Clerks,214260,1.5,0.4,52920.0,False,49230.0,False,37560.0,44270.0,60490.0,73590.0,2025
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",55230,2.5,0.6,41650.0,False,39280.0,False,30780.0,35470.0,46450.0,54820.0,2025
43-9061,"Office Clerks, General",2464940,0.4,0.2,46420.0,False,45010.0,False,30310.0,36350.0,54300.0,64680.0,2025
43-9071,"Office Machine Operators, Except Computer",25130,4.1,1.0,43220.0,False,40960.0,False,31750.0,36090.0,47910.0,57960.0,2025
43-9081,Proofreaders and Copy Markers,4580,8.0,1.4,54800.0,False,51120.0,False,34510.0,41170.0,62390.0,79290.0,2025
43-9111,Statistical Assistants,4710,11.9,3.2,55650.0,False,50330.0,False,35990.0,42840.0,63950.0,81990.0,2025
43-9199,"Office and Administrative Support Workers, All Other",192260,1.1,0.4,48670.0,False,45670.0,False,31090.0,34320.0,58460.0,71940.0,2025
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",27960,2.1,0.8,62730.0,False,59320.0,False,38990.0,46670.0,75290.0,91770.0,2025
45-2011,Agricultural Inspectors,14410,1.9,0.4,54910.0,False,49940.0,False,37020.0,42330.0,64500.0,79580.0,2025
45-2021,Animal Breeders,1330,14.9,4.2,57010.0,False,51130.0,False,38480.0,44320.0,62080.0,90550.0,2025
45-2041,"Graders and Sorters, Agricultural Products",25180,2.8,0.7,36430.0,False,35730.0,False,29580.0,34320.0,38260.0,44490.0,2025
45-2091,Agricultural Equipment Operators,28500,3.6,0.8,43710.0,False,41730.0,False,33500.0,36810.0,48100.0,58650.0,2025
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",265500,1.0,0.4,37630.0,False,35660.0,False,32900.0,34320.0,38840.0,45690.0,2025
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",32810,2.3,0.7,39260.0,False,36670.0,False,27360.0,31020.0,45700.0,54080.0,2025
45-2099,"Agricultural Workers, All Other",3620,7.0,2.2,45510.0,False,39850.0,False,27760.0,33140.0,53290.0,76940.0,2025
45-4011,Forest and Conservation Workers,6050,6.4,1.2,43680.0,False,43680.0,False,33780.0,37440.0,45760.0,57220.0,2025
45-4021,Fallers,3130,7.7,2.9,57110.0,False,52100.0,False,35180.0,41360.0,63390.0,82360.0,2025
45-4022,Logging Equipment Operators,21060,2.1,0.9,53190.0,False,49740.0,False,35170.0,43970.0,61050.0,74300.0,2025
45-4023,Log Graders and Scalers,3070,5.2,1.5,47770.0,False,46330.0,False,34950.0,37780.0,56250.0,62400.0,2025
45-4029,"Logging Workers, All Other",1700,9.7,2.0,52910.0,False,50840.0,False,36380.0,41900.0,61450.0,69350.0,2025
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,812210,0.6,0.3,86450.0,False,79920.0,False,53280.0,63400.0,101460.0,128260.0,2025
47-2011,Boilermakers,10190,5.3,1.5,80090.0,False,76410.0,False,50490.0,64760.0,95430.0,110370.0,2025
47-2021,Brickmasons and Blockmasons,52550,2.3,1.0,68280.0,False,62120.0,False,44820.0,51110.0,79350.0,100010.0,2025
47-2022,Stonemasons,7820,9.8,3.2,60710.0,False,57390.0,False,39300.0,45450.0,71630.0,86180.0,2025
47-2031,Carpenters,670090,0.9,0.4,65630.0,False,60580.0,False,40410.0,48510.0,76830.0,99910.0,2025
47-2041,Carpet Installers,13780,5.6,2.2,56990.0,False,50340.0,False,35450.0,41970.0,66320.0,82140.0,2025
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",23640,4.6,1.8,61760.0,False,56460.0,False,37600.0,45660.0,73840.0,96700.0,2025
47-2043,Floor Sanders and Finishers,3720,14.2,2.6,52460.0,False,50440.0,False,37070.0,41600.0,59620.0,70340.0,2025
47-2044,Tile and Stone Setters,35850,3.9,1.4,59250.0,False,55690.0,False,37140.0,45200.0,70220.0,86110.0,2025
47-2051,Cement Masons and Concrete Finishers,206170,1.7,0.5,60050.0,False,57020.0,False,39190.0,47010.0,66870.0,85480.0,2025
47-2053,Terrazzo Workers and Finishers,1180,30.0,13.7,84920.0,False,76170.0,False,46090.0,54830.0,114780.0,126130.0,2025
47-2061,Construction Laborers,1096780,0.8,0.3,52030.0,False,47120.0,False,35090.0,38620.0,59740.0,78090.0,2025
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",41820,3.4,0.9,59000.0,False,53340.0,False,38230.0,45610.0,64720.0,92230.0,2025
47-2072,Pile Driver Operators,2310,8.5,2.8,80710.0,False,73300.0,False,48790.0,58510.0,106430.0,124600.0,2025
47-2073,Operating Engineers and Other Construction Equipment Operators,478090,0.8,0.4,66290.0,False,59850.0,False,42190.0,48680.0,77170.0,101090.0,2025
47-2081,Drywall and Ceiling Tile Installers,83080,2.5,1.1,63600.0,False,58930.0,False,38460.0,47440.0,74230.0,102010.0,2025
47-2082,Tapers,12840,7.4,2.0,72710.0,False,68270.0,False,43670.0,52730.0,88540.0,107110.0,2025
47-2111,Electricians,757220,0.8,0.4,71490.0,False,63190.0,False,42640.0,49430.0,83940.0,108510.0,2025
47-2121,Glaziers,58480,2.8,1.2,59720.0,False,57080.0,False,37300.0,46320.0,66610.0,89790.0,2025
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",44440,4.4,1.4,54740.0,False,49120.0,False,37030.0,43200.0,60980.0,78190.0,2025
47-2132,"Insulation Workers, Mechanical",25660,5.2,2.1,65530.0,False,58340.0,False,42470.0,48100.0,77360.0,100220.0,2025
47-2141,"Painters, Construction and Maintenance",225190,1.6,0.6,55420.0,False,49400.0,False,37440.0,44640.0,61660.0,78810.0,2025
47-2142,Paperhangers,1570,11.3,2.6,53730.0,False,52140.0,False,36020.0,44890.0,60180.0,69050.0,2025
47-2151,Pipelayers,33050,3.1,1.1,54700.0,False,49000.0,False,37730.0,43980.0,61400.0,80170.0,2025
47-2152,"Plumbers, Pipefitters, and Steamfitters",465840,1.3,0.6,72170.0,False,63800.0,False,44150.0,50190.0,85110.0,108420.0,2025
47-2161,Plasterers and Stucco Masons,19310,5.8,2.6,62050.0,False,57660.0,False,39560.0,47970.0,71310.0,96710.0,2025
47-2171,Reinforcing Iron and Rebar Workers,13800,7.7,2.6,66060.0,False,58970.0,False,43310.0,47990.0,77320.0,104540.0,2025
47-2181,Roofers,135490,1.4,0.6,58140.0,False,55440.0,False,37460.0,46260.0,65390.0,81720.0,2025
47-2211,Sheet Metal Workers,119770,2.4,0.9,67850.0,False,61800.0,False,38630.0,47830.0,81610.0,105650.0,2025
47-2221,Structural Iron and Steel Workers,68380,3.5,1.2,70280.0,False,62780.0,False,44580.0,49880.0,82660.0,108260.0,2025
47-2231,Solar Photovoltaic Installers,31350,6.1,1.2,57900.0,False,53140.0,False,41600.0,46700.0,62870.0,79970.0,2025
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",14170,5.2,1.3,50920.0,False,47550.0,False,36230.0,40100.0,57980.0,70080.0,2025
47-3012,Helpers--Carpenters,21680,5.4,1.0,44050.0,False,43780.0,False,31660.0,36730.0,49400.0,57670.0,2025
47-3013,Helpers--Electricians,63630,3.5,0.6,44080.0,False,42670.0,False,33020.0,36830.0,48470.0,58340.0,2025
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",7490,12.3,2.3,42440.0,False,40470.0,False,31200.0,36830.0,49090.0,52000.0,2025
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",44330,4.0,1.4,43730.0,False,42360.0,False,33590.0,36940.0,47720.0,57780.0,2025
47-3016,Helpers--Roofers,6030,9.5,4.1,45150.0,False,44160.0,False,30140.0,37030.0,48970.0,62400.0,2025
47-3019,"Helpers, Construction Trades, All Other",24770,5.7,1.1,45140.0,False,42670.0,False,32900.0,37030.0,48880.0,60080.0,2025
47-4011,Construction and Building Inspectors,146720,1.7,0.6,77730.0,False,74690.0,False,47140.0,58860.0,94710.0,114200.0,2025
47-4021,Elevator and Escalator Installers and Repairers,23790,5.8,1.6,109820.0,False,109910.0,False,59270.0,79290.0,135720.0,158890.0,2025
47-4031,Fence Erectors,24480,6.0,1.3,50530.0,False,47980.0,False,35810.0,40400.0,58610.0,70010.0,2025
47-4041,Hazardous Materials Removal Workers,51710,3.1,1.1,56430.0,False,49450.0,False,38460.0,44720.0,61530.0,82410.0,2025
47-4051,Highway Maintenance Workers,154960,1.0,0.3,53080.0,False,50260.0,False,36230.0,43500.0,61040.0,71970.0,2025
47-4061,Rail-Track Laying and Maintenance Equipment Operators,19580,2.3,0.8,68740.0,False,70070.0,False,45640.0,51280.0,81670.0,87420.0,2025
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,30650,2.7,0.7,53500.0,False,49880.0,False,37040.0,43530.0,61060.0,73490.0,2025
47-4090,Miscellaneous Construction and Related Workers,28380,5.2,1.7,55130.0,False,49910.0,False,36510.0,42810.0,62440.0,78700.0,2025
47-5011,"Derrick Operators, Oil and Gas",10590,7.4,2.2,60210.0,False,58620.0,False,43380.0,49880.0,71610.0,81800.0,2025
47-5012,"Rotary Drill Operators, Oil and Gas",12600,5.8,1.6,72130.0,False,67890.0,False,47010.0,53810.0,81360.0,101860.0,2025
47-5013,"Service Unit Operators, Oil and Gas",43140,3.6,1.3,62470.0,False,58160.0,False,38940.0,47480.0,73230.0,97560.0,2025
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",34480,2.8,0.9,59930.0,False,57430.0,False,41600.0,47890.0,65730.0,82400.0,2025
47-5023,"Earth Drillers, Except Oil and Gas",19450,4.1,1.0,62830.0,False,60190.0,False,44460.0,49900.0,72450.0,83800.0,2025
47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",5100,6.6,2.2,66640.0,False,61390.0,False,40480.0,49630.0,80370.0,99360.0,2025
47-5041,Continuous Mining Machine Operators,14000,2.5,1.0,65050.0,False,61810.0,False,46770.0,51610.0,77570.0,86210.0,2025
47-5043,"Roof Bolters, Mining",2160,3.3,0.7,78100.0,False,78540.0,False,63750.0,71390.0,81860.0,92830.0,2025
47-5044,"Loading and Moving Machine Operators, Underground Mining",5930,8.0,1.0,71240.0,False,74500.0,False,52030.0,61410.0,79150.0,87730.0,2025
47-5049,"Underground Mining Machine Operators, All Other",3180,11.9,3.5,69860.0,False,70130.0,False,49020.0,51670.0,83120.0,85010.0,2025
47-5051,"Rock Splitters, Quarry",3320,8.2,2.0,51500.0,False,48740.0,False,37340.0,42670.0,60030.0,67710.0,2025
47-5071,"Roustabouts, Oil and Gas",44970,4.7,1.0,49200.0,False,46960.0,False,36420.0,38850.0,58120.0,64530.0,2025
47-5081,Helpers--Extraction Workers,6700,8.6,1.2,50620.0,False,47730.0,False,36960.0,41430.0,57920.0,68020.0,2025
47-5099,"Extraction Workers, All Other",5540,7.8,2.2,57890.0,False,57010.0,False,37530.0,44370.0,65380.0,82160.0,2025
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",617500,0.6,0.2,85220.0,False,79860.0,False,49600.0,62690.0,101360.0,126790.0,2025
49-2011,"Computer, Automated Teller, and Office Machine Repairers",65600,2.1,0.6,50880.0,False,47810.0,False,35910.0,38900.0,59870.0,71730.0,2025
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",11140,7.1,1.6,69870.0,False,63520.0,False,44460.0,50580.0,82370.0,103990.0,2025
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",140920,2.1,0.6,68500.0,False,63890.0,False,44240.0,51830.0,81690.0,96730.0,2025
49-2091,Avionics Technicians,18830,3.5,0.8,83380.0,False,82280.0,False,49410.0,63900.0,99110.0,113680.0,2025
49-2092,"Electric Motor, Power Tool, and Related Repairers",14450,6.1,1.6,58610.0,False,56210.0,False,37100.0,45190.0,69090.0,85200.0,2025
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",6940,4.6,1.6,83300.0,False,84890.0,False,50750.0,63560.0,98850.0,116810.0,2025
